text,label,x0,y0,x1,y1,width,height,page,pdf
"or pressured ownership, and prompts exploration of the reasons behind them and the limits on them.",body_text,146,106,837,140,691,34,76,columbia_forcings
"Figure 11. Number of Applications for a One-Word Nonsense Mark, by Filing Year",caption,263,140,779,167,516,27,48,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,66,california_law_review_Social_Justice_Conflicts_in_Public_Law
"In  all,  Amazon's  business  policies  have  bulked  up  the  incentive  for businesses  to  seek  registration  of  generic  and  descriptive  terms,  often  using loopholes to get the benefits of both trademark registration with the PTO and admission to the Amazon Brand Registry.",body_text,226,288,779,349,553,61,43,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
"Historically,  however,  the  United  States  has  entertained,  and  sometimes embraced, separation-of-powers theories that reject many of the premises about which  modern  formalists  and  functionalists  agree.  Consider,  for  example, nineteenth-century  debates  about  the  President's  authority  to  remove  civil service  officials.  Snippets  of  this  long  constitutional  contest  have  become canonical  moments  in  the  debate  about  the  President's  authority  to  remove administrative officials. But the removal issue has not always been framed as being  about  the  President's  relationship  to  Congress.  During  the  nineteenth century, arguments about the President's authority to fire members of the civil service were often based on policymakers' views about political science, 3 by",body_text,226,556,779,715,553,159,3,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
"456. Michael  Southworth, Amazon  vs.  D2C:  The  Pros  and  Cons  for  E-Commerce  Brands , F ORBES (Oct.  7,  2020),  https://www.forbes.com/sites/forbesbusinesscouncil/2020/10/07/amazon-vsd2c-the-pros-and-cons-for-e-commerce-brands [https://perma.cc/J4UV-2A4J]; Thales S. Teixeira, Case Study:  Should  a  Direct-to-Consumer  Company Start Selling  on  Amazon? ,  H ARV . B US . R EV . M AG . (Mar.-Apr. 2019), https://hbr.org/2019/03/case-study-should-a-direct-to-consumer-company-startselling-on-amazon [https://perma.cc/K4K7-YEUR].",footnote,226,773,778,845,552,72,80,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,22,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
DOI: https://doi.org/10.15779/Z387P8TG0V Copyright © 2025 Joshua C. Macey and Brian M. Richardson,page_footer,290,744,620,765,330,21,1,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
"302. A negative strike price would mean that the holder of the option (here, the government) could force ownership on an individual, but would have to pay the individual. Viewed from another angle, the government in this scenario might be said to hold a call option that enables it to pay a positive price to engage in an activity that imposes costs: the offloading of ownership. Nothing turns on which term is used. Because puts usually involve forcing ownership onto another party, that terminology is used here.",footnote,146,587,837,671,691,84,72,columbia_forcings
A. The Antidomination Theory,heading,391,390,614,401,223,11,14,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
2025] AMAZON'S QUIET OVERHAUL OF THE TRADEMARK SYSTEM,page_header,226,106,721,117,495,11,41,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
Figure 2. Shorebilly and design on T-shirt,caption,263,180,555,191,292,11,17,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,60,california_law_review_Social_Justice_Conflicts_in_Public_Law
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,6,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
Figure 1. Jaymo's food sauces,caption,263,140,475,151,212,11,16,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
DOI: https://doi.org/10.15779/Z387P8TG0V Copyright © 2025 Joshua C. Macey and Brian M. Richardson,page_footer,290,744,620,765,330,21,1,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
"229. See 24 Hour Fitness USA, Inc. v. 24/7 Tribeca Fitness, LLC, 277 F. Supp. 2d 356, 366 (S.D.N.Y. 2003) (discussing how a Google search for the descriptive terms '24,' 'hour,' and 'fitness' produces a million hits, with 24 HOUR FITNESS being the second).",footnote,226,723,778,757,552,34,37,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"Bond posting shifts risk, along with the burden of proof, to the party posting the bond. 224 In the example just given, the bond could enable a clean exit from ownership. Bonds could also stand in for possessory ownership. A party who is thought to occupy an especially good position to bear some risk or influence some result (but who does not need to be in physical possession of a particular piece of property to do so) could be required to post a bond that will be returned in whole or in part depending on actual outcomes. Thus, instead of requiring a new factory to buy up the properties of the surrounding homeowners, the factory owner might merely be required to post a bond that would be sufficient to cover",body_text,160,342,850,509,690,167,53,columbia_forcings
"66 . See The Chinese Exclusion Case , 130 U.S. at 606; see generally Maggie Blackhawk, The Constitution  of  American  Colonialism ,  137  HARV. L. REV.  1  (2023)  (theorizing  the  plenary  power doctrine as a manifestation of the constitutional law of the racialized project of American colonialism); Jennifer M. Chacón, Immigration and Race , in THE OXFORD HANDBOOK ON RACE & LAW IN THE U.S. (Devon  Carbado,  Emily  Houh  &  Khiara  M.  Bridges  eds.,  2022)  (in  progress)  (manuscript  at  2) (explaining  how ' the  regulation  of  immigration  and  citizenship  is  inextricably  intertwined  with  the United  States ' history  of  race  and  racism ' );  Sarah  H.  Cleveland, Powers  Inherent  in  Sovereignty: Indians, Aliens, Territories, and the Nineteenth Century Origins of Plenary Power over Foreign Affairs , 81  TEX. L. REV. 1, 14 (2002) (exploring  the  origin  of  the  plenary  power  doctrine  in ' a  peculiarly unattractive, late-nineteenth-century nationalist and racist view of American society and federal power, ' and tracing ' the evolution of the doctrine of inherent powers in cases involving Indians, aliens, and territories  in  an  attempt  to  discern  the  origins  of  the  doctrine  and  its  relationship  to  traditional constitutional jurisprudence ' ); Kevin R. Johnson, Systemic Racism in the U.S. Immigration Laws , 97 IND. L.J. 1455 (2022) (exploring the originating role of anti-Chinese racism at the end of the nineteenth century in the development of immigration law ' s plenary power doctrine).",footnote,225,570,777,756,552,186,13,california_law_review_Lovings_Borders
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
"194. See A.C. Pigou, The Economics of Welfare, pt. 2, ch. 9, §§ 13-17, at 192-203 (4th ed. 1932) (advocating taxes or subsidies to address divergence between private and social payoffs); see also Maureen L. Cropper & Wallace E. Oates, Environmental Economics: A Survey, 30 J. Econ. Lit. 675, 680 (1992) (describing Pigouvian taxes, which charge actors based on marginal cost of external harm inflicted).",footnote,146,772,837,841,691,69,46,columbia_forcings
"Figure 11. Number of Applications for a One-Word Nonsense Mark, by Filing Year",caption,263,140,779,167,516,27,48,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"196. How to Make Courts Accessible to Users with Disabilities and Limited English Proficiency , P EW C HARITABLE T RS .  (Jan.  29,  2024),  https://www.pewtrusts.org/en/research-and-analysis/factsheets/2024/01/29/how-to-make-courts-accessible-to-users-with-disabilities-and-limited-englishproficiency [https://perma.cc/9QMS-XVUD].",footnote,226,748,778,795,552,47,24,california_law_review_Access_Without_the_ADA_The_Implications_of_the_Federal_Judiciarys_Exemption_from_Following_the_Disab
8. See infra Part II.C.,footnote,263,697,393,706,130,9,5,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
Crafting a New Conservationism,heading,285,162,724,183,439,21,1,california_law_review_Crafting_a_New_Conservationism
DOI: https://doi.org/10.15779/Z387P8TG0V Copyright © 2025 Joshua C. Macey and Brian M. Richardson,page_footer,290,744,620,765,330,21,1,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
Diagram 1: Visual representation of the different levels of justice.,caption,263,246,723,257,460,11,27,california_law_review_Social_Justice_Conflicts_in_Public_Law
"A third category of regulable industries was based not on the common law or  a  contractarian  idea  of  consent,  but  rather  on  courts'  view  that  such  firms became 'affected with a public interest' by virtue of some legislative decree. 86 There  was  considerable  debate  about  the  limits  of  this  third  category.  Proregulatory justices and progressive reformers treated it as capacious. For them, it  was  a  legislative  prerogative  to  define  which  firms  were  so  affected.  Antiregulatory justices, by contrast, often treated the first two categories as a closed set and rejected the third category altogether. 87 Both sets of advocates attributed their views to Munn . 88 At times, courts sought a middle ground between these two positions and reviewed legislative determinations to make sure a firm's size, monopoly or common carrier status, or some other pragmatic judgment justified government control. 89",body_text,226,140,779,331,553,191,21,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
"The fact that it is normatively appropriate to impose a burden on a particular party does not establish, on its own, that the burden should take the form of an unwanted ownership interest. Externalities can often be addressed through systems of payments and collections. Mundane examples include the imposition of taxes, fees, and damages of various sorts when a party's actions cause impacts that her own property ownership interests do not automatically charge against her account. While collections are likely to be both aversive to the owner and coercively imposed by the government, they do not force the transfer of possessory ownership. Collections that accompany the consensual transfer of possessory property interests can also be distinguished from forcings. Thus, it is not a forcing when a voluntary purchase transaction is followed by a coercive action to collect payment for it, assuming the amount collected represents the agreed-upon purchase price.",body_text,160,632,851,866,691,234,43,columbia_forcings
I NCREASING D ISABILITY P ROTECTIONS,heading,366,319,634,330,268,11,21,california_law_review_Access_Without_the_ADA_The_Implications_of_the_Federal_Judiciarys_Exemption_from_Following_the_Disab
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
"Given  FERC's  recent  application  of  this  Tribal  consent  principle,  other political institutions should analyze whether the principle should operate as a",body_text,226,470,779,498,553,28,59,california_law_review_Social_Justice_Conflicts_in_Public_Law
E. Amazon's House Brands,caption,401,471,604,482,203,11,50,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"384. See Mila Sohoni, The Major Questions Quartet , 136 H ARV . L. R EV . 262, 263-64 (2022) (arguing that recent MQD cases have 'unhitched the major question exception from Chevron ').",body_text,226,836,778,858,552,22,68,california_law_review_Social_Justice_Conflicts_in_Public_Law
"Figure 4. Amazon's logo, redesigned in 2000",caption,263,412,578,423,315,11,23,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"407. Gibson, supra note 273, at 24-29, 39-41. Amazon is making some effort to deal with fake reviews. For example, it created a team to address the issue and filing lawsuits against sellers or platform users  that  create  and  post  those  reviews. Amazon's  Latest  Actions  Against  Fake  Review  Brokers: Lawsuits  Against  Fraudsters  Target  the  Source  of  Fake  Reviews ,  A MAZON (May  1,  2024), https://www.aboutamazon.com/news/policy-news-views/amazons-latest-actions-against-fake-reviewbrokers [https://perma.cc/5S4M-F39J]. But even if Amazon could make a significant dent in the number of fake reviews, the other problems with relying on reviews would remain.",footnote,226,647,778,731,552,84,71,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
